"density","pH","sulphates","alcohol","quality","Wine_ID"
"0.99792","3","0.39","9","7","3745"
"0.99792","3","0.39","9","7","3746"
"0.99043","3","0.4","11.9","5","3747"
"0.99654","2.9","0.42","9","6","3748"
"0.99758","3.3","0.51","9","5","3749"
"0.99374","3.4","0.59","11","6","3750"
"0.99792","3","0.39","9","7","3751"
"0.99243","3.3","0.5","10","5","3752"
"0.99216","3.3","0.46","10.7","5","3753"
"0.99215","3.3","0.46","10.7","5","3754"
"0.98953","3.4","0.77","13.4","8","3755"
"0.99278","3","0.39","11","6","3756"
"0.99243","3.3","0.5","10","5","3757"
"0.99216","3.3","0.46","10.7","5","3758"
"0.99215","3.3","0.46","10.7","5","3759"
"0.99278","3","0.39","11","6","3760"
"0.99186","3","0.39","11","6","3761"
"0.99072","3.2","0.37","11.1","7","3762"
"0.99244","2.8","0.52","10.9","5","3763"
"0.99084","3","0.37","11.5","5","3764"
"0.98953","3.4","0.77","13.4","8","3765"
"0.99754","3.1","0.49","9.4","5","3766"
"0.99754","3.1","0.49","9.4","5","3767"
"0.99754","3.1","0.49","9.4","5","3768"
"0.99567","3.2","0.38","10.6","6","3769"
"0.99754","3.1","0.49","9.4","5","3770"
"0.99094","3","0.65","12","4","3771"
"0.99532","3.1","0.42","10.2","6","3772"
"0.99567","3.2","0.38","10.6","6","3773"
"0.9874","3.3","0.37","13.5","5","3774"
"0.99794","3.3","0.58","9.7","5","3775"
"0.99122","3.2","0.32","12.2","6","3776"
"0.99226","3.1","0.57","12.3","5","3777"
"0.99122","3.2","0.32","12.2","6","3778"
"0.99099","3.4","0.57","11.4","7","3779"
"0.99134","3.2","0.7","12.7","7","3780"
"0.99794","3.3","0.58","9.7","5","3781"
"0.99338","3.1","0.29","10.8","6","3782"
"0.9938","3.1","0.29","11","6","3783"
"0.9955","3.2","0.48","9.5","5","3784"
"0.99776","3.2","0.49","10.1","6","3785"
"0.98964","3.5","0.4","13.2","7","3786"
"0.99808","3","0.34","8.8","5","3787"
"0.99551","3.2","0.48","9.5","5","3788"
"0.99548","3.2","0.48","9.5","5","3789"
"0.99541","3.2","0.47","9.5","6","3790"
"0.9955","3.2","0.48","9.5","5","3791"
"0.99536","3.2","0.47","9.5","5","3792"
"0.99524","3","0.58","10.4","6","3793"
"0.9961","3.1","0.55","9.9","6","3794"
"0.99224","3.2","0.48","10","5","3795"
"0.99776","3.2","0.49","10.1","6","3796"
"0.99702","3.2","0.39","9.4","6","3797"
"0.99657","3","0.47","9.3","5","3798"
"0.99176","3.1","0.52","10.9","5","3799"
"0.99166","3.2","0.57","11.4","5","3800"
"0.99242","3","0.73","10.3","5","3801"
"0.99109","3","0.51","11","6","3802"
"0.99176","3.1","0.52","10.9","5","3803"
"0.99278","3","0.4","10.8","6","3804"
"0.99242","3","0.73","10.3","5","3805"
"0.99109","3","0.51","11","6","3806"
"0.99657","3","0.47","9.3","5","3807"
"0.99358","3","0.59","10.2","5","3808"
"0.99358","3","0.59","10.2","6","3809"
"0.99278","3","0.4","10.8","6","3810"
"0.99705","3.2","0.52","10.5","3","3811"
"0.9912","3.1","0.52","11.1","5","3812"
"0.99176","3.1","0.52","10.9","5","3813"
"0.99166","3.2","0.57","11.4","5","3814"
"0.99677","3.2","0.49","10.3","5","3815"
"0.99172","3.3","0.33","12.9","7","3816"
"0.9953","3.1","0.59","9.9","5","3817"
"0.99186","3.2","0.44","11.3","6","3818"
"0.99188","3.4","0.4","11.5","6","3819"
"0.99188","3.4","0.4","11.5","6","3820"
"0.99158","3","0.38","10.7","5","3821"
"0.99522","3","0.56","10.4","6","3822"
"0.99176","3.2","0.64","12.5","6","3823"
"0.99558","3.2","0.48","9.5","5","3824"
"0.9911","3.1","0.56","11.3","7","3825"
"0.99016","3.3","0.54","13","6","3826"
"0.99188","3.4","0.4","11.5","6","3827"
"0.98956","3.2","0.39","11.5","5","3828"
"0.99186","3.2","0.44","11.3","6","3829"
"0.99062","3.2","0.57","13.2","7","3830"
"0.99274","3.5","0.28","11.5","7","3831"
"0.993","2.8","0.44","9.6","5","3832"
"0.993","2.8","0.44","9.6","5","3833"
"0.9978","3.2","0.37","9.7","6","3834"
"0.9946","3.1","0.62","9.2","5","3835"
"0.99429","3.2","0.48","8.4","5","3836"
"0.99002","3","0.45","12.4","6","3837"
"0.99002","3","0.45","12.4","6","3838"
"0.9946","3.1","0.62","9.2","5","3839"
"0.99429","3.2","0.48","8.4","5","3840"
"0.9909","3.1","0.36","11.7","6","3841"
"0.99294","3","0.56","11","6","3842"
"0.99044","3","0.43","11.9","6","3843"
"0.98958","3.2","0.5","13.2","7","3844"
"0.9909","3.1","0.36","11.7","6","3845"
"0.9986","3.3","0.54","9.1","5","3846"
"0.99262","3.3","0.35","12.6","6","3847"
"0.9986","3.3","0.54","9.1","5","3848"
"0.99212","3.2","0.46","10.5","6","3849"
"0.99628","3.2","0.64","10.6","5","3850"
"0.99262","3.3","0.35","12.6","6","3851"
"0.98913","3.4","0.33","13.7","7","3852"
"0.99021","3.4","0.49","12","6","3853"
"0.99198","3.4","0.73","12.5","7","3854"
"0.99226","3.6","0.68","12.1","6","3855"
"0.99159","3.2","0.38","11.3","6","3856"
"0.99021","3.4","0.49","12","6","3857"
"0.99224","3.5","0.55","10.3","6","3858"
"0.99068","3.3","0.31","12.7","6","3859"
"0.99587","3.1","0.37","9.2","5","3860"
"0.99587","3.1","0.37","9.2","5","3861"
"0.99728","3.1","0.47","9.5","6","3862"
"0.99364","3.2","0.34","10.1","6","3863"
"0.99364","3.2","0.34","10.1","6","3864"
"0.99018","3.3","0.53","13","7","3865"
"0.98968","3.2","0.56","13.1","6","3866"
"0.99178","3.1","0.55","11","6","3867"
"0.99587","3.1","0.37","9.2","5","3868"
"0.9961","3.1","0.36","9.4","6","3869"
"0.99728","3.1","0.47","9.5","6","3870"
"0.99534","3.2","0.4","10.2","6","3871"
"0.99364","3.2","0.34","10.1","6","3872"
"0.99864","3.1","0.49","8.6","4","3873"
"0.99776","2.9","0.51","9","5","3874"
"0.99545","3.1","0.5","9.6","5","3875"
"0.99299","3.3","0.44","9.9","7","3876"
"0.99665","3.2","0.38","10.5","5","3877"
"0.99069","3.2","0.5","11.4","5","3878"
"0.99692","3.2","0.49","9.4","5","3879"
"0.99324","3.1","0.28","11.1","4","3880"
"0.99896","3.1","0.45","8.9","6","3881"
"0.99896","3.1","0.45","8.9","6","3882"
"0.99226","3.2","0.52","10.8","5","3883"
"0.99226","3.1","0.55","12.2","6","3884"
"0.99896","3.1","0.45","8.9","6","3885"
"0.99076","3.1","0.63","12.5","6","3886"
"0.99226","3.1","0.55","12.2","6","3887"
"0.99076","3.1","0.63","12.5","6","3888"
"0.99896","3.1","0.45","8.9","6","3889"
"0.9951","3.2","0.37","10.8","6","3890"
"0.99234","3","0.31","11.4","6","3891"
"0.99226","3.2","0.52","10.8","5","3892"
"0.99368","3.2","0.39","10.6","5","3893"
"0.9937","3","0.39","9.2","5","3894"
"0.99151","3.2","0.46","12.2","6","3895"
"0.99021","3.3","0.45","12.3","6","3896"
"0.99479","3.2","0.56","10.4","6","3897"
"0.9954","3","0.57","10.4","6","3898"
"0.99176","3.1","0.55","11","7","3899"
"0.99368","3.2","0.39","10.6","5","3900"
"0.9937","3","0.39","9.2","5","3901"
"0.99246","3.3","0.36","13.5","4","3902"
"0.9908","3","0.64","11.4","6","3903"
"0.98994","3.1","0.38","11.5","6","3904"
"0.98746","3.2","0.83","14","7","3905"
"0.99028","3.3","0.63","12.5","7","3906"
"0.99028","3.3","0.63","12.5","7","3907"
"0.98867","3.1","0.36","12.8","7","3908"
"0.99174","3.2","0.43","11.2","7","3909"
"0.99174","3.2","0.43","11.2","7","3910"
"0.99021","3.2","0.27","13.6","6","3911"
"0.99304","2.9","0.42","9.2","6","3912"
"0.99028","3.3","0.63","12.5","7","3913"
"0.99154","3.2","0.48","11.1","6","3914"
"0.99174","3.2","0.43","11.2","7","3915"
"0.98746","3.2","0.83","14","7","3916"
"0.99021","3.2","0.27","13.6","6","3917"
"0.9956","3.2","0.52","9.4","5","3918"
"0.98779","3.1","0.4","14.2","7","3919"
"0.98836","3","0.4","13.2","6","3920"
"0.99138","3","0.53","11.2","6","3921"
"0.99751","3.1","0.57","10.2","5","3922"
"0.98867","3.1","0.36","12.8","7","3923"
"0.99249","3","0.39","10.1","5","3924"
"0.99249","3","0.39","10.1","5","3925"
"0.99239","2.8","0.31","10.3","5","3926"
"0.99512","3.2","0.33","9.9","6","3927"
"0.99098","3.2","0.31","11.5","5","3928"
"0.99872","3.2","0.56","9","5","3929"
"0.99872","3.2","0.56","9","5","3930"
"0.98894","3","0.41","12.1","6","3931"
"0.988245","3.1","0.41","13.3","6","3932"
"0.99326","3.2","0.6","11.5","8","3933"
"0.99328","3","0.52","11","4","3934"
"0.99222","3.3","0.53","10.7","6","3935"
"0.99898","3.1","0.56","9.4","5","3936"
"0.99486","3.4","0.61","10.3","6","3937"
"0.99528","3.2","0.42","9.3","5","3938"
"0.99062","2.9","0.6","12","6","3939"
"0.99282","3.2","0.6","11","6","3940"
"0.996","3.2","0.5","9.3","5","3941"
"0.99138","3.2","0.4","10.1","5","3942"
"0.99166","3.2","0.47","11.1","6","3943"
"0.99408","3","0.58","9.9","6","3944"
"0.99281","3.2","0.6","11","6","3945"
"0.99282","3.2","0.6","11","6","3946"
"0.98964","3.3","0.42","12.5","6","3947"
"0.98952","3.3","0.44","12.7","7","3948"
"0.99469","3.3","0.45","9.3","5","3949"
"0.996","3.2","0.5","9.3","5","3950"
"0.99138","3.2","0.4","10.1","5","3951"
"0.9991","3.1","0.51","8.8","5","3952"
"0.99047","2.9","0.47","11.2","6","3953"
"0.99178","3.1","0.54","10.8","7","3954"
"0.9991","3.1","0.51","8.8","5","3955"
"0.99047","2.9","0.47","11.2","6","3956"
"0.99207","3.2","0.46","10.3","5","3957"
"0.99152","3.1","0.48","12","5","3958"
"0.99438","3.3","0.41","9.5","6","3959"
"0.99438","3.3","0.41","9.5","6","3960"
"0.99622","3.1","0.54","9.8","6","3961"
"0.99773","2.9","0.51","9","5","3962"
"0.99088","3.2","0.53","13","7","3963"
"0.99108","3.4","0.44","11.8","7","3964"
"0.99803","3","0.52","8.8","5","3965"
"0.99304","3.1","0.55","11.2","4","3966"
"0.99438","3.3","0.41","9.5","6","3967"
"0.99548","3.2","0.54","9.4","4","3968"
"0.99551","3.2","0.51","9.5","6","3969"
"0.99152","3","0.49","10.4","6","3970"
"0.99572","3.1","0.49","9.8","7","3971"
"0.99152","3","0.49","10.4","6","3972"
"0.99244","3.1","0.56","10.3","6","3973"
"0.99548","3.2","0.54","9.4","4","3974"
"0.99551","3.2","0.51","9.5","6","3975"
"0.9903","3.2","0.81","11.9","7","3976"
"0.99162","3.2","0.65","12.8","7","3977"
"0.99116","3.1","0.38","13","6","3978"
"0.9922","3.3","0.59","10.4","7","3979"
"0.99223","3.3","0.59","10.4","6","3980"
"0.99481","3.2","0.4","10.7","5","3981"
"0.9928","3.1","0.76","10.7","7","3982"
"0.9903","3.2","0.81","11.9","7","3983"
"0.99429","3.2","0.42","10.4","6","3984"
"0.99162","3.2","0.65","12.8","7","3985"
"0.99454","3.2","0.37","9.9","6","3986"
"0.99454","3.2","0.37","9.9","6","3987"
"0.99863","3.2","0.71","9.4","6","3988"
"0.991","3.3","0.43","11.4","6","3989"
"0.99454","3.2","0.37","9.9","6","3990"
"0.99863","3.2","0.71","9.4","6","3991"
"0.99317","3","0.39","9.2","5","3992"
"0.99173","2.9","0.57","10.5","7","3993"
"0.99455","3.3","0.54","11","7","3994"
"0.99455","3.3","0.54","11","7","3995"
"0.99186","2.9","0.72","12.1","5","3996"
"0.99455","3.3","0.54","11","7","3997"
"0.98944","3.2","0.39","12.8","7","3998"
"0.9942","3","0.98","10.5","6","3999"
"0.9942","3","0.98","10.5","6","4000"
"0.9942","3","0.98","10.5","6","4001"
"0.99238","3","0.4","9.5","5","4002"
"0.99782","3.1","0.45","9.2","6","4003"
"0.99111","3.1","0.72","11.1","6","4004"
"0.99067","3.1","0.5","12.3","7","4005"
"0.99111","3.1","0.72","11.1","6","4006"
"0.98878","3","0.58","12.6","6","4007"
"0.99238","3","0.4","9.5","5","4008"
"0.99782","3.1","0.45","9.2","6","4009"
"0.9938","3.2","0.57","10.8","6","4010"
"0.99143","3","0.6","11.3","6","4011"
"0.98944","3.2","0.39","12.8","7","4012"
"0.9942","3","0.98","10.5","6","4013"
"0.99588","3.1","0.56","9.8","6","4014"
"1.00038","3","0.61","8.5","6","4015"
"0.99424","3.2","0.5","9.3","5","4016"
"0.99626","3.2","0.52","9.2","5","4017"
"0.99076","3.2","0.51","11.4","6","4018"
"1.00038","3","0.61","8.5","6","4019"
"0.99424","3.2","0.5","9.3","5","4020"
"0.99536","3.1","0.46","8.4","4","4021"
"0.99318","3","0.4","9.2","5","4022"
"0.99626","3.2","0.52","9.2","5","4023"
"0.99726","3.2","0.79","10.4","6","4024"
"0.99126","3.3","0.56","11.6","6","4025"
"0.98998","3.3","0.6","12.4","6","4026"
"0.99726","3.2","0.79","10.4","6","4027"
"0.99304","3.1","0.54","9.3","5","4028"
"0.9892","3.2","0.46","12.2","6","4029"
"0.99296","3.2","0.46","11","6","4030"
"0.99047","3.1","0.38","11.4","5","4031"
"0.9924","3.1","0.41","9.5","5","4032"
"0.9989","3.1","0.53","9.2","5","4033"
"0.99338","3.1","0.62","11.1","6","4034"
"0.9989","3.1","0.53","9.2","5","4035"
"0.99404","3.2","0.58","11","6","4036"
"0.99287","3.1","0.48","9.9","5","4037"
"0.99286","3.1","0.46","9.9","5","4038"
"0.9924","3.1","0.41","9.5","5","4039"
"0.99058","3.4","0.47","12.4","4","4040"
"0.9934","3.2","0.5","9.4","5","4041"
"0.99545","3.2","0.52","9.3","5","4042"
"0.9984","2.9","0.43","8.7","7","4043"
"0.9984","2.9","0.43","8.7","7","4044"
"0.9984","2.9","0.43","8.7","7","4045"
"0.9984","2.9","0.43","8.7","7","4046"
"0.99971","2.9","0.43","9","7","4047"
"0.99546","3","0.63","10.7","6","4048"
"0.99546","3","0.63","10.7","6","4049"
"0.99058","3","0.58","11.3","6","4050"
"0.9984","2.9","0.43","8.7","7","4051"
"0.99314","3","0.38","11.7","6","4052"
"0.99545","3.2","0.52","9.3","5","4053"
"0.9984","2.9","0.43","8.7","7","4054"
"0.99971","2.9","0.43","9","7","4055"
"0.99314","3","0.38","11.7","6","4056"
"0.99565","3.2","0.51","10.7","5","4057"
"0.99056","3.1","0.54","11.4","6","4058"
"0.99546","3","0.63","10.7","6","4059"
"0.99058","3","0.58","11.3","6","4060"
"0.99362","3.2","0.42","10","5","4061"
"0.99362","3.2","0.42","10","5","4062"
"0.99196","3.2","0.49","11.2","6","4063"
"0.99255","3.1","0.41","9.7","5","4064"
"0.99027","3.4","0.42","12.5","5","4065"
"0.99302","3.3","0.78","12.9","8","4066"
"0.99257","3.2","0.36","11.8","6","4067"
"0.99506","3.2","0.72","10.6","5","4068"
"0.99257","3.2","0.36","11.8","6","4069"
"0.9952","3.2","0.37","10.7","6","4070"
"0.99498","3.2","0.51","9.9","5","4071"
"0.9903","3","0.46","12","6","4072"
"0.99706","3.2","0.82","10.4","7","4073"
"0.99398","3.2","0.39","8.5","5","4074"
"0.99588","3.1","0.38","9.9","4","4075"
"0.99691","3.1","0.45","9.4","6","4076"
"0.99608","3.1","0.46","10.4","5","4077"
"0.99142","3.3","0.59","11","6","4078"
"0.99138","3.3","0.57","11","6","4079"
"0.99432","3.2","0.38","10.4","6","4080"
"0.99592","3.1","0.5","9.8","6","4081"
"0.99691","3.1","0.45","9.4","6","4082"
"0.99432","3.2","0.53","10.6","6","4083"
"0.99266","3.3","0.44","10.1","5","4084"
"0.99456","3.1","0.3","11.5","8","4085"
"0.9915","3.1","0.45","11.4","6","4086"
"0.99322","3","0.38","9.2","6","4087"
"0.9927","3.1","0.38","9.7","6","4088"
"0.99173","3.1","0.46","11.3","6","4089"
"0.99412","3.2","0.49","9.6","6","4090"
"0.99666","2.9","0.46","8.9","6","4091"
"0.99425","3.3","0.36","10","6","4092"
"0.99314","3.2","0.4","9.2","6","4093"
"0.99672","3.1","0.41","9","6","4094"
"0.99024","3.1","0.58","12.8","7","4095"
"0.99672","3.1","0.41","9","6","4096"
"0.99366","3.1","0.55","9.5","5","4097"
"0.99425","3.3","0.36","10","6","4098"
"0.99299","3.2","0.38","11","5","4099"
"0.99314","3.2","0.4","9.2","6","4100"
"0.99528","3.1","0.38","10.6","6","4101"
"0.99568","3.2","0.42","10","5","4102"
"0.99568","3.2","0.42","10","5","4103"
"0.99062","3.3","0.38","11.7","7","4104"
"0.99058","3.1","0.36","12.5","7","4105"
"0.99059","3.1","0.47","11.1","7","4106"
"0.99119","3.2","0.62","9.7","5","4107"
"0.99727","3","0.38","12.3","6","4108"
"0.99021","3.2","0.38","12.2","6","4109"
"0.99238","3.8","0.76","11.3","6","4110"
"0.99164","3.2","0.38","11.6","5","4111"
"0.99006","3.3","0.56","11.3","6","4112"
"0.99078","3.3","0.56","11.1","6","4113"
"0.99036","3.3","0.57","11.2","6","4114"
"0.99123","3.2","0.45","11.3","6","4115"
"0.98978","3.1","0.45","12","6","4116"
"0.99908","3.2","0.5","8.8","6","4117"
"0.99908","3.2","0.5","8.8","6","4118"
"0.99022","3.2","0.34","12","8","4119"
"0.99024","3.2","0.31","12","7","4120"
"0.9973","3","0.44","9","5","4121"
"0.99853","3.1","0.6","9.3","6","4122"
"0.99769","3.1","0.56","8.7","6","4123"
"0.98954","3.1","0.63","12.8","6","4124"
"0.98974","3.1","0.5","11.5","7","4125"
"0.99382","3.1","0.54","10","5","4126"
"0.99383","3.1","0.54","10","5","4127"
"0.99538","3.3","0.56","10.3","5","4128"
"0.99734","3.3","0.56","10.4","5","4129"
"0.98981","3.2","0.29","13.4","7","4130"
"0.99095","3.1","0.62","11.2","6","4131"
"0.9964","3.3","0.36","9.1","5","4132"
"0.9964","3.3","0.36","9.1","5","4133"
"0.99411","3.3","0.31","10.8","6","4134"
"0.9915","3.2","0.34","12.5","6","4135"
"0.99234","3.6","0.73","11.3","5","4136"
"0.99016","3.5","0.48","12.8","6","4137"
"0.9964","3.3","0.36","9.1","5","4138"
"0.98949","3.2","0.39","12.7","6","4139"
"0.99287","3.1","0.54","11","7","4140"
"0.99544","3","0.58","10.4","6","4141"
"0.99544","3","0.58","10.4","6","4142"
"0.9941","3.3","0.53","10.7","6","4143"
"0.994","3.2","0.35","10.9","6","4144"
"0.99544","3","0.58","10.4","6","4145"
"0.99546","3","0.58","10.4","6","4146"
"0.99737","3.2","0.41","9.7","7","4147"
"0.99287","3.1","0.54","11","7","4148"
"0.99767","3.2","0.53","9.6","6","4149"
"0.98711","3.1","0.29","13.9","7","4150"
"0.99714","3.1","0.61","9.4","5","4151"
"0.99134","3.1","0.67","12.5","6","4152"
"0.99767","3.2","0.53","9.6","6","4153"
"0.9927","3.2","0.45","9.5","5","4154"
"0.9948","3.2","0.45","9.6","5","4155"
"0.9927","3.2","0.45","9.5","5","4156"
"0.99481","3.2","0.44","9.6","5","4157"
"0.99825","2.9","0.44","8.7","7","4158"
"0.99825","2.9","0.44","8.7","7","4159"
"0.99825","2.9","0.44","8.7","7","4160"
"0.99825","2.9","0.44","8.7","7","4161"
"0.99825","2.9","0.44","8.7","7","4162"
"0.99825","2.9","0.44","8.7","7","4163"
"0.99192","3.2","0.46","10.4","5","4164"
"0.99184","3.2","0.5","10.7","5","4165"
"0.99019","3.2","0.48","12","7","4166"
"0.98998","3.2","0.37","12.1","7","4167"
"0.98886","3.3","0.4","13.1","8","4168"
"0.98998","3.3","0.41","12.4","6","4169"
"0.98949","3.2","0.36","12.6","7","4170"
"0.99825","2.9","0.44","8.7","7","4171"
"0.99009","3.2","0.66","12","5","4172"
"0.99252","3.3","0.57","11.6","6","4173"
"0.99288","2.9","0.5","9.3","5","4174"
"0.99659","3.1","0.58","9.3","6","4175"
"0.99133","3.2","0.54","11.1","7","4176"
"0.99324","3.1","0.69","10.2","6","4177"
"0.99164","3.2","0.66","10.6","6","4178"
"0.99107","3.2","0.42","11.3","7","4179"
"0.9986","3.2","0.69","9.4","5","4180"
"0.99708","3.1","0.5","9.3","6","4181"
"0.99163","3","0.52","11.1","6","4182"
"0.99605","3.1","0.65","9.9","6","4183"
"0.99065","3.3","0.61","11.8","7","4184"
"0.9903","3.3","0.64","12.6","7","4185"
"0.9986","3.2","0.69","9.4","5","4186"
"0.99236","3.1","0.68","10.5","5","4187"
"0.98948","3.2","0.5","12.3","6","4188"
"0.99045","3.3","0.62","11.3","6","4189"
"0.9939","3.1","0.46","9.6","5","4190"
"0.98985","3.2","0.33","12","6","4191"
"0.99138","3.1","0.45","11.2","5","4192"
"0.99348","3.1","0.33","10.2","6","4193"
"0.99066","3","0.44","12.4","6","4194"
"0.99348","3.1","0.33","10.2","6","4195"
"0.98862","2.9","0.38","13.4","8","4196"
"0.98865","3.2","0.35","12.6","6","4197"
"0.99472","3.2","0.53","9.8","5","4198"
"0.99792","2.9","0.45","9.1","5","4199"
"0.99066","3","0.44","12.4","6","4200"
"0.99035","3","0.43","12.5","6","4201"
"0.99086","3.1","0.34","11.7","6","4202"
"0.99013","3.3","0.46","12.9","6","4203"
"0.99266","3.3","0.43","10.1","5","4204"
"0.99517","3.1","0.5","10.3","6","4205"
"0.99086","3.1","0.34","11.7","6","4206"
"0.99666","3.2","0.41","10.3","6","4207"
"0.991","3.3","0.56","10.8","7","4208"
"0.99068","3.3","0.51","11.2","6","4209"
"0.99084","3.3","0.6","11.8","6","4210"
"0.9939","3.1","0.54","9.8","6","4211"
"0.99624","3","0.49","10","6","4212"
"0.99602","3.2","0.39","8.8","4","4213"
"0.9926","3.1","0.52","10.1","4","4214"
"0.99718","3.1","0.5","9.5","5","4215"
"0.99718","3.1","0.5","9.5","5","4216"
"0.99718","3.1","0.5","9.5","5","4217"
"0.99344","3.1","0.34","9.2","4","4218"
"0.99184","2.9","0.74","12.2","6","4219"
"0.99718","3.1","0.5","9.5","5","4220"
"0.99033","3.2","0.53","11.3","6","4221"
"0.99248","3.3","0.29","12.1","6","4222"
"0.99344","3.1","0.34","9.2","4","4223"
"0.99076","3.5","0.48","11.2","4","4224"
"0.99092","3.3","0.44","12.5","7","4225"
"0.99486","3.3","0.56","10.6","5","4226"
"0.99464","3.3","0.61","10.4","7","4227"
"0.99235","3.4","0.53","10.1","7","4228"
"0.99612","3.1","0.56","9.9","6","4229"
"0.99202","3","0.68","11","6","4230"
"0.99261","2.9","0.63","10","6","4231"
"0.98964","3.1","0.42","12.7","6","4232"
"0.99206","3.1","0.35","12.1","6","4233"
"0.9938","3.2","0.46","10.4","6","4234"
"0.99204","3.2","0.47","10.4","6","4235"
"0.99736","3.1","0.5","9.2","5","4236"
"0.99736","3.1","0.5","9.2","5","4237"
"0.99192","3.1","0.68","10.5","5","4238"
"0.99736","3.1","0.5","9.2","5","4239"
"0.99002","3.3","0.98","11.9","7","4240"
"0.996","3.1","0.4","10.1","6","4241"
"0.99237","3.1","0.59","11.1","6","4242"
"0.99214","3.1","0.74","10.8","7","4243"
"0.99041","3.2","0.47","11.8","6","4244"
"0.9982","3","0.48","9.2","5","4245"
"0.99822","3","0.5","9.2","5","4246"
"0.9893","3.1","0.54","12.3","6","4247"
"0.99274","3.1","0.56","10.1","6","4248"
"0.99105","3.3","0.45","11.4","6","4249"
"0.99209","3.2","0.43","10.4","6","4250"
"0.99676","3.2","0.35","9.8","6","4251"
"0.99251","3.3","0.43","9.9","6","4252"
"0.99676","3.2","0.35","9.8","6","4253"
"0.99082","3.5","0.54","11.2","4","4254"
"0.99567","3.2","0.46","10.9","5","4255"
"0.99416","3.2","0.41","9.2","5","4256"
"0.99416","3.2","0.41","9.2","5","4257"
"0.9887","3","0.35","12","5","4258"
"0.98871","3","0.34","12.1","6","4259"
"0.99248","3.8","0.44","12.4","6","4260"
"0.99184","3.2","0.4","11.2","6","4261"
"0.98952","3.3","0.41","12.7","7","4262"
"0.99267","3.3","0.47","12.2","6","4263"
"0.99269","3.3","0.46","12.2","6","4264"
"0.98912","3.2","0.37","12.2","6","4265"
"0.99184","3.2","0.4","11.2","6","4266"
"0.98952","3.3","0.41","12.7","7","4267"
"0.9895","3.3","0.41","12.7","7","4268"
"0.98999","3.2","0.36","12.1","6","4269"
"0.9981","3.1","0.53","9.4","5","4270"
"0.995","3.1","0.5","10.1","6","4271"
"0.99848","3.1","0.54","9.4","5","4272"
"0.99862","3.2","0.46","8.9","6","4273"
"0.99862","3.2","0.46","8.9","6","4274"
"0.99862","3.2","0.46","8.9","6","4275"
"0.99862","3.2","0.46","8.9","6","4276"
"0.98886","3.6","0.45","13","7","4277"
"0.99474","3.1","0.5","10.3","5","4278"
"0.99126","3.1","0.45","10.1","4","4279"
"0.99691","3.2","0.38","10.5","6","4280"
"0.99862","3.2","0.46","8.9","6","4281"
"0.99773","3.3","0.5","10.1","5","4282"
"0.99773","3.3","0.5","10.1","5","4283"
"0.9928","3.2","0.42","11","6","4284"
"0.9928","3.2","0.42","11","6","4285"
"0.9928","3.2","0.42","11","6","4286"
"0.9928","3.2","0.42","11","6","4287"
"0.99288","3.1","0.43","10","5","4288"
"0.99202","2.9","0.54","10.5","6","4289"
"0.99606","2.9","0.49","9.7","6","4290"
"0.99773","3.3","0.5","10.1","5","4291"
"0.99922","3.3","0.76","9.4","5","4292"
"0.99296","3.2","0.55","11.2","6","4293"
"0.99922","3.3","0.76","9.4","5","4294"
"0.99468","3.1","0.55","10.8","5","4295"
"0.99922","3.3","0.76","9.4","5","4296"
"0.99296","3.2","0.55","11.2","6","4297"
"0.99388","3.1","0.49","11","6","4298"
"0.99315","3.4","0.46","12.4","6","4299"
"0.99478","3.1","0.4","9.4","6","4300"
"0.99478","3.1","0.4","9.4","5","4301"
"0.99692","3","0.58","9.5","5","4302"
"0.99616","3.1","0.52","10","6","4303"
"0.9902","3.2","0.31","12.5","6","4304"
"0.9921","3.4","0.59","10.9","6","4305"
"0.99462","3.4","0.58","10.5","6","4306"
"0.99476","3.2","0.37","10.8","6","4307"
"0.99178","3.4","0.57","11","7","4308"
"0.99081","3.3","0.61","11.8","6","4309"
"0.99198","3.4","0.71","12.6","6","4310"
"0.99545","3.2","0.39","10.2","6","4311"
"0.98997","3.1","0.31","12","5","4312"
"0.9902","3.2","0.31","12.5","6","4313"
"0.99089","3.3","0.65","11.5","6","4314"
"0.99172","3.2","0.39","11.94","7","4315"
"0.9901","3.1","0.44","12.89333333","7","4316"
"0.99681","3.1","0.4","9.4","5","4317"
"0.9893","3","0.47","12.2","7","4318"
"0.99172","3.2","0.39","11.94","7","4319"
"0.9901","3.1","0.44","12.89333333","7","4320"
"0.99527","3.2","0.5","9.5","5","4321"
"0.99445","3","0.33","10.6","6","4322"
"0.99198","3","0.68","10.5","7","4323"
"0.99085","2.9","0.3","11.46666667","6","4324"
"0.99033","3.4","0.41","11.4","6","4325"
"0.99538","3.1","0.5","9.5","5","4326"
"0.99627","3.1","0.52","9.2","5","4327"
"0.99538","3.1","0.5","9.5","5","4328"
"0.99433","3.2","0.53","10.98","5","4329"
"0.9954","3.1","0.49","9.4","5","4330"
"0.99538","3.1","0.5","9.5","5","4331"
"0.99627","3.1","0.52","9.2","5","4332"
"0.99807","2.9","0.41","8.8","8","4333"
"0.99807","2.9","0.41","8.8","8","4334"
"0.99807","2.9","0.41","8.8","8","4335"
"0.99807","2.9","0.41","8.8","8","4336"
"0.99807","2.9","0.41","8.8","8","4337"
"0.99807","2.9","0.41","8.8","8","4338"
"0.99807","2.9","0.41","8.8","8","4339"
"0.99232","3.2","0.64","10.4","8","4340"
