"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","Wine_ID"
"7.1","0.27","0.24","12.6","0.044","48","118","3622"
"7.2","0.24","0.3","1.2","0.037","11","95","3623"
"6.8","0.45","0.28","26.05","0.031","27","122","3624"
"6.6","0.36","0.28","6.1","0.029","12","93","3625"
"7.7","0.32","0.61","11.8","0.041","66","188","3626"
"7","0.29","0.33","0.9","0.041","20","117","3627"
"6.4","0.37","0.2","5.6","0.117","61","183","3628"
"6.4","0.38","0.2","5.3","0.117","57","181","3629"
"6.4","0.36","0.2","5.7","0.118","61","172","3630"
"6.6","0.3","0.25","8","0.036","21","124","3631"
"6.6","0.3","0.25","8","0.036","21","124","3632"
"6.5","0.21","0.51","17.6","0.045","34","125","3633"
"6.6","0.3","0.25","8","0.036","21","124","3634"
"7.6","0.31","0.27","8.8","0.021","57","156","3635"
"5.8","0.58","0","1.5","0.02","33","96","3636"
"6.5","0.26","0.39","1.4","0.02","12","66","3637"
"8.7","0.3","0.34","4.8","0.018","23","127","3638"
"6.4","0.29","0.32","2.4","0.014","34","89","3639"
"6.7","0.13","0.32","3.7","0.017","32","99","3640"
"6.8","0.19","0.33","4.9","0.047","42","130","3641"
"6","0.25","0.4","5.7","0.052","56","152","3642"
"6","0.25","0.4","5.7","0.052","56","152","3643"
"6.8","0.19","0.33","4.9","0.047","42","130","3644"
"6.4","0.24","0.23","2","0.046","30","133","3645"
"5.9","0.18","0.28","5.1","0.039","50","139","3646"
"7.2","0.33","0.22","4.5","0.031","10","73","3647"
"6.4","0.29","0.24","3.2","0.037","31","95","3648"
"7.3","0.31","0.25","6.65","0.032","30","138","3649"
"7","0.29","0.37","1.6","0.035","34","126","3650"
"6.9","0.19","0.6","4","0.037","6","122","3651"
"6.3","0.32","0.17","17.75","0.06","51","190","3652"
"6.6","0.085","0.33","1.4","0.036","17","109","3653"
"6.3","0.32","0.17","17.75","0.06","51","190","3654"
"6.8","0.18","0.32","7.2","0.047","17","109","3655"
"6.8","0.52","0.26","5.7","0.038","27","130","3656"
"7.1","0.28","0.28","8.5","0.03","25","191","3657"
"5.7","0.15","0.47","11.4","0.035","49","128","3658"
"5.8","0.275","0.3","5.4","0.043","41","149","3659"
"5.4","0.53","0.16","2.7","0.036","34","128","3660"
"5.8","0.32","0.28","4.3","0.032","46","115","3661"
"6.7","0.22","0.39","1.2","0.049","26","152","3662"
"6.1","0.6","0.12","1.8","0.05","11","76","3663"
"6.5","0.26","0.31","1.3","0.034","59","145","3664"
"5","0.29","0.54","5.7","0.035","54","155","3665"
"5.4","0.53","0.16","2.7","0.036","34","128","3666"
"6.8","0.21","0.26","11.7","0.038","61","152","3667"
"5.8","0.32","0.28","4.3","0.032","46","115","3668"
"6.5","0.27","0.26","11","0.03","2","82","3669"
"5.9","0.37","0.32","1.6","0.029","41","102","3670"
"6.2","0.21","0.18","11.6","0.044","61","155","3671"
"6.8","0.3","0.29","6.2","0.025","29","95","3672"
"7.3","0.41","0.29","1.8","0.032","26","74","3673"
"5.4","0.3","0.3","1.2","0.029","25","93","3674"
"6.6","0.34","0.2","1","0.053","26","112","3675"
"5.6","0.25","0.19","2.4","0.049","42","166","3676"
"5.3","0.3","0.3","1.2","0.029","25","93","3677"
"6.9","0.58","0.58","8.2","0.032","29","169","3678"
"7.2","0.23","0.25","18.8","0.085","19","111","3679"
"7.1","0.2","0.27","9.6","0.037","19","105","3680"
"6.8","0.15","0.41","12.9","0.044","79.5","183","3681"
"7","0.22","0.26","9.2","0.027","37","122","3682"
"6.4","0.16","0.44","1.2","0.051","39","122","3683"
"6.8","0.15","0.41","12.9","0.044","79.5","183","3684"
"6.8","0.31","0.3","8","0.028","33","122","3685"
"6.8","0.15","0.41","12.9","0.044","79.5","183","3686"
"7.6","0.3","0.37","1.6","0.087","27","177","3687"
"6","0.16","0.27","12","0.03","39","98","3688"
"7.1","0.21","0.35","2.5","0.04","41","186","3689"
"7","0.22","0.26","9.2","0.027","37","122","3690"
"5.6","0.21","0.24","4.4","0.027","37","150","3691"
"7.4","0.22","0.26","8.8","0.027","23","112","3692"
"7.1","0.2","0.27","9.6","0.037","19","105","3693"
"6.8","0.31","0.3","8","0.028","33","122","3694"
"7.2","0.23","0.25","18.8","0.085","19","111","3695"
"6.4","0.15","0.4","1.3","0.053","61","146","3696"
"6.4","0.16","0.44","1.2","0.051","39","122","3697"
"6.8","0.15","0.41","12.9","0.044","79.5","182","3698"
"6.3","0.22","0.34","1.2","0.036","32","96","3699"
"7.6","0.3","0.37","1.6","0.087","27","177","3700"
"7","0.3","0.27","1.5","0.076","24","145","3701"
"6.6","0.26","0.22","18.15","0.05","23","139","3702"
"7.5","0.24","0.31","13.1","0.05","26","180","3703"
"7.5","0.24","0.31","13.1","0.05","26","180","3704"
"7.5","0.24","0.31","13.1","0.05","26","180","3705"
"7.5","0.24","0.31","13.1","0.05","26","180","3706"
"6.6","0.15","0.34","1","0.037","45","79","3707"
"6.7","0.34","0.43","1.6","0.041","29","114","3708"
"7.7","0.35","0.46","11.8","0.088","61","183","3709"
"6.7","0.31","0.09","1.4","0.039","53","141","3710"
"4.7","0.67","0.09","1","0.02","5","9","3711"
"7.5","0.24","0.31","13.1","0.05","26","180","3712"
"6.3","0.2","0.18","10.6","0.045","57","159","3713"
"6.6","0.28","0.23","10.4","0.049","45","190","3714"
"8.5","0.18","0.3","1.1","0.028","34","95","3715"
"6.5","0.35","0.38","7.4","0.036","20","196","3716"
"6.8","0.22","0.26","1.2","0.041","29","182","3717"
"6.3","0.18","0.24","3.4","0.053","20","119","3718"
"6.6","0.26","0.22","18.15","0.05","23","139","3719"
"6.6","0.3","0.45","8","0.038","54","200","3720"
"6.3","0.34","0.27","2.5","0.024","40","152","3721"
"7.7","0.3","0.23","2","0.068","28","138","3722"
"7.7","0.31","0.23","2","0.069","29","134","3723"
"5.7","0.265","0.28","6.9","0.036","46","150","3724"
"5.4","0.255","0.33","1.2","0.051","29","122","3725"
"6.6","0.26","0.28","9.4","0.028","13","121","3726"
"4.8","0.17","0.28","2.9","0.03","22","111","3727"
"5.7","0.265","0.28","6.9","0.036","46","150","3728"
"6.2","0.2","0.33","5.4","0.028","21","75","3729"
"7.5","0.28","0.41","1.3","0.044","11","126","3730"
"6.2","0.22","0.2","20.8","0.035","58","184","3731"
"7","0.34","0.26","10.3","0.041","51","166","3732"
"7.5","0.28","0.41","1.3","0.044","11","126","3733"
"6.5","0.19","0.34","1.6","0.029","39","116","3734"
"6","0.21","0.29","13.1","0.042","28","125","3735"
"6.1","0.22","0.46","1.8","0.16","34","74","3736"
"6.5","0.32","0.48","8","0.026","18","88","3737"
"7.1","0.21","0.72","1.6","0.167","65","120","3738"
"5.6","0.26","0.18","1.4","0.034","18","135","3739"
"7","0.15","0.28","14.7","0.051","29","149","3740"
"7","0.15","0.28","14.7","0.051","29","149","3741"
"7","0.15","0.28","14.7","0.051","29","149","3742"
"7","0.15","0.28","14.7","0.051","29","149","3743"
"7","0.15","0.28","14.7","0.051","29","149","3744"
"7","0.15","0.28","14.7","0.051","29","149","3745"
"7","0.15","0.28","14.7","0.051","29","149","3746"
"7.4","0.27","0.28","1.8","0.04","45","121","3747"
"6.8","0.22","0.3","10.6","0.07","67","194","3748"
"6.2","0.24","0.25","12.5","0.055","47","134","3749"
"6.3","0.28","0.29","6.8","0.051","40","143","3750"
"7","0.15","0.28","14.7","0.051","29","149","3751"
"5.5","0.17","0.23","2.9","0.039","10","108","3752"
"6.5","0.26","0.34","1.4","0.04","25","184","3753"
"6.6","0.27","0.33","1.4","0.042","24","183","3754"
"5.4","0.46","0.15","2.1","0.026","29","130","3755"
"7.8","0.19","0.32","7.4","0.015","47","124","3756"
"5.5","0.17","0.23","2.9","0.039","10","108","3757"
"6.5","0.26","0.34","1.4","0.04","25","184","3758"
"6.6","0.27","0.33","1.4","0.042","24","183","3759"
"7.8","0.19","0.32","7.4","0.015","47","124","3760"
"7.8","0.2","0.32","5","0.016","31","101","3761"
"6.1","0.17","0.28","2.5","0.028","22","98","3762"
"7.4","0.2","0.35","6.1","0.025","10","40","3763"
"6.7","0.39","0.24","2.7","0.017","22","80","3764"
"5.4","0.46","0.15","2.1","0.026","29","130","3765"
"6.9","0.4","0.17","12.9","0.033","59","186","3766"
"6.9","0.4","0.17","12.9","0.033","59","186","3767"
"6.9","0.4","0.17","12.9","0.033","59","186","3768"
"6.3","0.24","0.29","13.7","0.035","53","134","3769"
"6.9","0.4","0.17","12.9","0.033","59","186","3770"
"7.4","0.27","0.31","2.4","0.014","15","143","3771"
"6.1","0.27","0.28","9.8","0.042","61","125","3772"
"6.3","0.24","0.29","13.7","0.035","53","134","3773"
"5","0.61","0.12","1.3","0.009","65","100","3774"
"6.7","0.42","0.39","12.1","0.04","61","248","3775"
"6.5","0.33","0.28","6.1","0.018","41","103","3776"
"6.9","0.33","0.31","7.7","0.04","29","135","3777"
"6.5","0.33","0.28","6.1","0.018","41","103","3778"
"6.3","0.15","0.3","1.4","0.022","38","100","3779"
"6.5","0.32","0.45","7.7","0.022","31","97","3780"
"6.7","0.42","0.39","12.1","0.04","61","248","3781"
"7.4","0.25","0.29","6.8","0.02","31","113","3782"
"7.6","0.27","0.3","9.2","0.018","23","96","3783"
"6.4","0.27","0.45","8.3","0.05","52","196","3784"
"6.5","0.25","0.27","17.4","0.064","29","140","3785"
"5.6","0.19","0.31","2.7","0.027","11","100","3786"
"7.4","0.29","0.48","12.8","0.037","61.5","182","3787"
"6.4","0.34","0.44","8.2","0.043","54","201","3788"
"6.6","0.27","0.52","8.1","0.044","53","202","3789"
"6.6","0.26","0.52","8.2","0.047","52","191","3790"
"6.4","0.27","0.45","8.3","0.05","52","196","3791"
"6.5","0.26","0.5","8","0.051","46","197","3792"
"6.8","0.25","0.3","11.8","0.043","53","133","3793"
"6.3","0.32","0.26","12","0.049","63","170","3794"
"5.5","0.24","0.45","1.7","0.046","22","113","3795"
"6.5","0.25","0.27","17.4","0.064","29","140","3796"
"6.6","0.13","0.29","13.9","0.056","33","95","3797"
"7","0.39","0.21","10.7","0.098","13","91","3798"
"7.9","0.21","0.39","2","0.057","21","138","3799"
"7","0.3","0.28","2.2","0.042","21","177","3800"
"8.1","0.2","0.3","1.3","0.036","7","49","3801"
"8.3","0.18","0.3","1.1","0.033","20","57","3802"
"7.9","0.21","0.39","2","0.057","21","138","3803"
"7.2","0.17","0.34","6.4","0.042","16","111","3804"
"8.1","0.2","0.3","1.3","0.036","7","49","3805"
"8.3","0.18","0.3","1.1","0.033","20","57","3806"
"7","0.39","0.21","10.7","0.098","13","91","3807"
"6.8","0.21","0.62","6.4","0.041","7","113","3808"
"6.9","0.21","0.62","6.3","0.042","7","109","3809"
"7.2","0.17","0.34","6.4","0.042","16","111","3810"
"6.8","0.26","0.34","15.1","0.06","42","162","3811"
"7.2","0.28","0.38","2","0.052","23","156","3812"
"7.9","0.21","0.39","2","0.057","21","138","3813"
"7","0.3","0.28","2.2","0.042","21","177","3814"
"7.4","0.34","0.28","12.1","0.049","31","149","3815"
"6.3","0.43","0.32","8.8","0.042","18","106","3816"
"6.8","0.41","0.3","8.8","0.045","28","131","3817"
"6.3","0.4","0.24","5.1","0.036","43","131","3818"
"5.1","0.35","0.26","6.8","0.034","36","120","3819"
"5.1","0.35","0.26","6.8","0.034","36","120","3820"
"6.3","0.3","0.2","3.7","0.039","34","132","3821"
"6.9","0.28","0.28","12.2","0.042","52","139","3822"
"7","0.33","0.28","5.7","0.033","39","204","3823"
"6.7","0.26","0.49","8.1","0.052","48","197","3824"
"7.3","0.24","0.3","2.5","0.042","31","104","3825"
"6.7","0.46","0.21","4","0.034","12","88","3826"
"5.1","0.35","0.26","6.8","0.034","36","120","3827"
"5.1","0.23","0.18","1","0.053","13","99","3828"
"6.3","0.4","0.24","5.1","0.036","43","131","3829"
"7.1","0.44","0.23","5.8","0.035","24","100","3830"
"4.8","0.26","0.23","10.6","0.034","23","111","3831"
"6.8","0.31","0.19","3.5","0.086","30","130","3832"
"6.8","0.31","0.19","3.5","0.086","30","130","3833"
"7","0.15","0.29","16.4","0.058","45","110","3834"
"6.5","0.41","0.22","4.8","0.052","49","142","3835"
"6.2","0.31","0.23","3.3","0.052","34","113","3836"
"8","0.27","0.33","1.2","0.05","41","103","3837"
"8","0.27","0.33","1.2","0.05","41","103","3838"
"6.5","0.41","0.22","4.8","0.052","49","142","3839"
"6.2","0.31","0.23","3.3","0.052","34","113","3840"
"6.7","0.37","0.25","2.5","0.028","24","84","3841"
"6.6","0.21","0.5","8.7","0.036","41","191","3842"
"7.5","0.26","0.31","1.6","0.032","36","109","3843"
"7.5","0.34","0.28","4","0.028","46","100","3844"
"6.7","0.37","0.25","2.5","0.028","24","84","3845"
"6.4","0.32","0.23","16.2","0.055","36","176","3846"
"6.7","0.24","0.32","9","0.023","20","109","3847"
"6.4","0.32","0.23","16.2","0.055","36","176","3848"
"7.1","0.39","0.79","1.4","0.194","23","90","3849"
"8.2","0.31","0.43","7","0.047","18","87","3850"
"6.7","0.24","0.32","9","0.023","20","109","3851"
"5.9","0.17","0.29","3.1","0.03","32","123","3852"
"5.9","0.2","0.23","1.5","0.037","38","93","3853"
"6.6","0.32","0.26","4.6","0.031","26","120","3854"
"5.9","0.12","0.27","4.8","0.03","40","110","3855"
"5.9","0.18","0.29","4.6","0.032","68","137","3856"
"5.9","0.2","0.23","1.5","0.037","38","93","3857"
"5.4","0.17","0.27","2.7","0.049","28","104","3858"
"6.1","0.21","0.3","6.3","0.039","47","136","3859"
"7.3","0.25","0.26","7.2","0.048","52","207","3860"
"7.3","0.25","0.26","7.2","0.048","52","207","3861"
"6.2","0.22","0.3","12.4","0.054","108","152","3862"
"6.5","0.27","0.19","6.6","0.045","98","175","3863"
"6.5","0.27","0.19","6.6","0.045","98","175","3864"
"6.6","0.39","0.22","4","0.038","17","98","3865"
"6","0.31","0.38","4.8","0.04","41","101","3866"
"8.4","0.23","0.32","1.3","0.048","59","113","3867"
"7.3","0.25","0.26","7.2","0.048","52","207","3868"
"6","0.22","0.25","11.1","0.056","112","177","3869"
"6.2","0.22","0.3","12.4","0.054","108","152","3870"
"6.1","0.23","0.27","9.8","0.055","74","134","3871"
"6.5","0.27","0.19","6.6","0.045","98","175","3872"
"7.3","0.36","0.54","13.3","0.054","63","193","3873"
"7.6","0.37","0.51","11.7","0.094","58","181","3874"
"6.7","0.26","0.51","8","0.062","50","194","3875"
"7.4","0.22","0.27","1.6","0.057","45","98","3876"
"6.1","0.22","0.28","16.55","0.059","54","135","3877"
"7.1","0.28","0.31","1.5","0.053","20","98","3878"
"6.5","0.35","0.31","10.2","0.069","58","170","3879"
"6.8","0.73","0.2","6.6","0.054","25","65","3880"
"6","0.28","0.24","17.8","0.047","42","111","3881"
"6","0.28","0.24","17.8","0.047","42","111","3882"
"7.1","0.2","0.37","1.5","0.049","28","129","3883"
"6.8","0.33","0.31","7.4","0.045","34","143","3884"
"6","0.28","0.24","17.8","0.047","42","111","3885"
"7.2","0.24","0.36","2","0.029","21","63","3886"
"6.8","0.33","0.31","7.4","0.045","34","143","3887"
"7.2","0.24","0.36","2","0.029","21","63","3888"
"6","0.28","0.24","17.8","0.047","42","111","3889"
"6.2","0.27","0.26","12.1","0.046","43","127","3890"
"6.4","0.38","0.26","8.2","0.043","28","98","3891"
"7.1","0.2","0.37","1.5","0.049","28","129","3892"
"6","0.21","0.3","8.7","0.036","47","127","3893"
"7","0.34","0.1","3.5","0.044","17","63","3894"
"5.9","0.435","0.16","6.4","0.031","21","134","3895"
"7","0.25","0.33","2.1","0.021","17","76","3896"
"6.7","0.26","0.29","7.7","0.038","40","179","3897"
"7","0.24","0.3","12.3","0.035","72","172","3898"
"8.5","0.23","0.34","1.3","0.035","54","110","3899"
"6","0.21","0.3","8.7","0.036","47","127","3900"
"7","0.34","0.1","3.5","0.044","17","63","3901"
"4.8","0.65","0.12","1.1","0.013","4","10","3902"
"6.1","0.22","0.38","2.8","0.144","12","65","3903"
"5.8","0.27","0.26","3.5","0.071","26","69","3904"
"5","0.455","0.18","1.9","0.036","33","106","3905"
"6.5","0.33","0.3","3.8","0.036","34","88","3906"
"6.5","0.33","0.3","3.8","0.036","34","88","3907"
"6.7","0.31","0.3","2.4","0.038","30","83","3908"
"6.2","0.39","0.24","4.8","0.037","45","138","3909"
"6.2","0.39","0.24","4.8","0.037","45","138","3910"
"7.1","0.37","0.3","6.2","0.04","49","139","3911"
"7.2","0.23","0.82","1.3","0.149","70","109","3912"
"6.5","0.33","0.3","3.8","0.036","34","88","3913"
"7.2","0.25","0.32","1.5","0.054","24","105","3914"
"6.2","0.39","0.24","4.8","0.037","45","138","3915"
"4.7","0.455","0.18","1.9","0.036","33","106","3916"
"7.1","0.37","0.3","6.2","0.04","49","139","3917"
"6.2","0.28","0.51","7.9","0.056","49","206","3918"
"6.4","0.35","0.28","1.6","0.037","31","113","3919"
"6.6","0.31","0.28","1.4","0.035","28","107","3920"
"7.4","0.25","0.37","2.6","0.05","24","132","3921"
"7.3","0.36","0.34","14.8","0.057","46","173","3922"
"6.7","0.31","0.3","2.4","0.038","30","83","3923"
"8.6","0.31","0.3","0.9","0.045","16","109","3924"
"8.6","0.31","0.3","0.9","0.045","16","109","3925"
"8.6","0.22","0.33","1.2","0.031","38","95","3926"
"6.9","0.14","0.29","9.9","0.056","30","91","3927"
"6.5","0.22","0.31","3.9","0.046","17","106","3928"
"6.6","0.32","0.47","15.6","0.063","27","173","3929"
"6.6","0.32","0.47","15.6","0.063","27","173","3930"
"6.1","0.28","0.26","1.5","0.03","25","101","3931"
"6.2","0.3","0.28","1.6","0.036","28","106","3932"
"6.9","0.22","0.28","7.8","0.05","43","116","3933"
"8.7","0.31","0.21","5.6","0.039","28","67","3934"
"7.3","0.27","0.3","1.3","0.04","26","84","3935"
"7","0.46","0.2","16.7","0.046","50","184","3936"
"5.7","0.23","0.25","7.95","0.042","16","108","3937"
"6.5","0.36","0.36","6.7","0.185","51.5","151","3938"
"8.2","0.18","0.38","1.1","0.04","41","92","3939"
"6.2","0.27","0.32","6.3","0.048","47","159","3940"
"6.9","0.4","0.37","8.9","0.053","36","148","3941"
"4.9","0.345","0.34","1","0.068","32","143","3942"
"7.2","0.23","0.39","1.5","0.053","26","106","3943"
"6.4","0.2","0.15","6.6","0.046","26","113","3944"
"6.1","0.27","0.32","6.2","0.048","47","161","3945"
"6.2","0.27","0.32","6.3","0.048","47","159","3946"
"6","0.3","0.33","2.1","0.042","31","127","3947"
"6.1","0.3","0.32","2.2","0.042","41","142","3948"
"5.7","0.14","0.3","5.4","0.045","26","105","3949"
"6.9","0.4","0.37","8.9","0.053","36","148","3950"
"4.9","0.345","0.34","1","0.068","32","143","3951"
"6.3","0.33","0.2","17.9","0.066","36","161","3952"
"7","0.16","0.3","2.6","0.043","34","90","3953"
"8.4","0.22","0.3","1.3","0.038","45","122","3954"
"6.3","0.33","0.2","17.9","0.066","36","161","3955"
"7","0.16","0.3","2.6","0.043","34","90","3956"
"5.4","0.24","0.18","2.3","0.05","22","145","3957"
"7.7","0.31","0.36","4.3","0.026","15","87","3958"
"5.6","0.185","0.19","7.1","0.048","36","110","3959"
"5.6","0.185","0.19","7.1","0.048","36","110","3960"
"6.6","0.43","0.24","11.9","0.04","54","159","3961"
"7.6","0.39","0.46","11.7","0.084","55","170","3962"
"7.2","0.58","0.27","5.8","0.032","40","118","3963"
"6","0.34","0.32","3.8","0.044","13","116","3964"
"7.5","0.35","0.48","12.4","0.056","61","176.5","3965"
"7.3","0.38","0.23","6.5","0.05","18","102","3966"
"5.4","0.185","0.19","7.1","0.048","36","110","3967"
"6.3","0.27","0.51","7.6","0.049","35","200","3968"
"6.5","0.29","0.52","7.9","0.049","35","192","3969"
"6.4","0.17","0.3","2.8","0.034","33","125","3970"
"6.7","0.18","0.31","10.6","0.035","42","143","3971"
"6.4","0.17","0.3","2.8","0.034","33","125","3972"
"6.8","0.37","0.67","1.5","0.175","16","98","3973"
"6.3","0.27","0.51","7.6","0.049","35","200","3974"
"6.5","0.29","0.52","7.9","0.049","35","192","3975"
"6.1","0.24","0.26","1.7","0.033","61","134","3976"
"7","0.32","0.29","7.6","0.025","35","124","3977"
"6.9","0.27","0.25","7.5","0.03","18","117","3978"
"6.5","0.29","0.53","1.7","0.04","41","192","3979"
"6.5","0.29","0.52","1.7","0.034","41","193","3980"
"6.1","0.22","0.25","12.1","0.035","54","135","3981"
"6.3","0.22","0.27","4.5","0.036","81","157","3982"
"6.1","0.24","0.26","1.7","0.033","61","134","3983"
"5.6","0.23","0.25","8","0.043","31","101","3984"
"7","0.32","0.29","7.6","0.025","35","124","3985"
"6.8","0.11","0.27","8.6","0.044","45","104","3986"
"6.8","0.11","0.27","8.6","0.044","45","104","3987"
"7.3","0.23","0.41","14.6","0.048","73","223","3988"
"6.1","0.2","0.17","1.6","0.048","46","129","3989"
"6.8","0.11","0.27","8.6","0.044","45","104","3990"
"7.3","0.23","0.41","14.6","0.048","73","223","3991"
"6.9","0.2","0.41","1.1","0.06","36","104","3992"
"6.7","0.19","0.32","3.7","0.041","26","76","3993"
"6.7","0.28","0.34","8.9","0.048","32","111","3994"
"6.7","0.28","0.34","8.9","0.048","32","111","3995"
"8","0.37","0.31","4.7","0.038","3","127","3996"
"6.7","0.28","0.34","8.9","0.048","32","111","3997"
"6","0.26","0.29","3.1","0.041","37","144","3998"
"6.4","0.24","0.49","5.8","0.053","25","120","3999"
"6.4","0.24","0.49","5.8","0.053","25","120","4000"
"6.4","0.24","0.49","5.8","0.053","25","120","4001"
"6.4","0.25","0.57","1","0.062","21","122","4002"
"6.1","0.25","0.48","15.8","0.052","25","94","4003"
"6.8","0.14","0.35","1.5","0.047","40","117","4004"
"6.5","0.38","0.26","5.2","0.042","33","112","4005"
"6.8","0.14","0.35","1.5","0.047","40","117","4006"
"5.4","0.15","0.32","2.5","0.037","10","51","4007"
"6.4","0.25","0.57","1","0.062","21","122","4008"
"6.1","0.25","0.48","15.8","0.052","25","94","4009"
"6.8","0.22","0.32","5.9","0.054","40","152","4010"
"7.2","0.21","0.29","3.1","0.044","39","122","4011"
"6","0.26","0.29","3.1","0.041","37","144","4012"
"6.4","0.24","0.49","5.8","0.053","25","120","4013"
"6.5","0.46","0.24","11.5","0.051","56","171","4014"
"6.5","0.18","0.48","18","0.054","56","183","4015"
"6.2","0.32","0.12","4.8","0.054","6","97","4016"
"7.2","0.4","0.24","8.5","0.055","45","151","4017"
"5.9","0.23","0.24","1.6","0.037","32","115","4018"
"6.4","0.18","0.48","18","0.054","56","183","4019"
"6.2","0.32","0.12","4.8","0.054","6","97","4020"
"6.4","0.37","0.12","5.9","0.056","6","91","4021"
"7","0.23","0.42","1.1","0.062","35","100","4022"
"7.2","0.4","0.24","8.5","0.055","45","151","4023"
"7.6","0.19","0.37","13.1","0.033","52","151","4024"
"6","0.28","0.27","4.1","0.046","50","147","4025"
"6.2","0.32","0.45","2.9","0.029","37","94","4026"
"7.6","0.19","0.37","13.1","0.033","52","151","4027"
"6.4","0.26","0.26","1.1","0.052","22","176","4028"
"5.9","0.25","0.27","1.5","0.029","37","81","4029"
"6.1","0.28","0.3","7.75","0.031","33","139","4030"
"6.9","0.19","0.38","1.15","0.023","30","105","4031"
"6.4","0.29","0.57","1","0.06","15","120","4032"
"6.8","0.27","0.22","17.8","0.034","16","116","4033"
"7.5","0.26","0.38","5.7","0.021","23","125","4034"
"6.8","0.27","0.22","17.8","0.034","16","116","4035"
"6.4","0.2","0.22","7.4","0.032","53","172","4036"
"7.3","0.33","0.22","1.4","0.041","40","177","4037"
"7.3","0.34","0.22","1.4","0.044","43","176","4038"
"6.4","0.29","0.57","1","0.06","15","120","4039"
"6.1","1.1","0.16","4.4","0.033","8","109","4040"
"6.3","0.24","0.29","1.6","0.052","48","185","4041"
"6.2","0.24","0.22","7.9","0.053","45","149","4042"
"7.4","0.16","0.27","15.5","0.05","25","135","4043"
"7.4","0.16","0.27","15.5","0.05","25","135","4044"
"7.4","0.16","0.27","15.5","0.05","25","135","4045"
"7.4","0.16","0.27","15.5","0.05","25","135","4046"
"7.2","0.17","0.28","17.55","0.05","33","154","4047"
"6.9","0.19","0.35","13.5","0.038","49","118","4048"
"6.9","0.19","0.35","13.5","0.038","49","118","4049"
"6.8","0.16","0.36","1.3","0.034","32","98","4050"
"7.4","0.16","0.27","15.5","0.05","25","135","4051"
"6.8","0.3","0.27","11.6","0.028","22","97","4052"
"6.2","0.24","0.22","7.9","0.053","45","149","4053"
"7.4","0.16","0.27","15.5","0.05","25","135","4054"
"7.2","0.17","0.28","17.55","0.05","33","154","4055"
"6.8","0.3","0.27","11.6","0.028","22","97","4056"
"6.5","0.43","0.18","13.15","0.032","25","131","4057"
"6.6","0.17","0.36","1.9","0.036","38","110","4058"
"6.9","0.19","0.35","13.5","0.038","49","118","4059"
"6.8","0.16","0.36","1.3","0.034","32","98","4060"
"6.4","0.41","0.01","6.1","0.048","20","70","4061"
"6.4","0.41","0.01","6.1","0.048","20","70","4062"
"7.4","0.36","0.32","1.9","0.036","27","119","4063"
"6.1","0.17","0.21","1.9","0.09","44","130","4064"
"5.5","0.28","0.21","1.6","0.032","23","85","4065"
"6.6","0.5","0.26","11.3","0.029","32","110","4066"
"7.1","0.44","0.27","8.4","0.057","60","160","4067"
"6.9","0.38","0.28","8.3","0.062","22","166","4068"
"7.1","0.44","0.27","8.4","0.057","60","160","4069"
"6.2","0.24","0.28","12.2","0.049","54","133","4070"
"6.1","0.28","0.27","8","0.048","41","162","4071"
"7.6","0.26","0.32","1.3","0.048","23","76","4072"
"7.5","0.16","0.38","12.7","0.043","70.5","163","4073"
"6.5","0.36","0.16","1.3","0.054","11","107","4074"
"6.6","0.35","0.19","10.5","0.06","15","82","4075"
"5.7","0.25","0.26","12.5","0.049","52.5","120","4076"
"7.4","0.37","0.26","9.6","0.05","33","134","4077"
"5.7","0.25","0.21","1.5","0.044","21","108","4078"
"5.8","0.23","0.21","1.5","0.044","21","110","4079"
"5.4","0.265","0.28","7.8","0.052","27","91","4080"
"5.7","0.25","0.27","10.8","0.05","58","116","4081"
"5.7","0.25","0.26","12.5","0.049","52.5","106","4082"
"5.9","0.23","0.28","8.6","0.046","37","142","4083"
"6.2","0.3","0.32","1.2","0.052","32","185","4084"
"6.5","0.33","0.24","14.5","0.048","20","96","4085"
"7.4","0.26","0.29","3.7","0.048","14","73","4086"
"7","0.2","0.4","1.1","0.058","30","93","4087"
"6.5","0.21","0.42","1.1","0.059","33","101","4088"
"7.3","0.25","0.27","3.8","0.047","16","79","4089"
"6.8","0.27","0.24","4.6","0.098","36","127","4090"
"6.7","0.24","0.3","10.2","0.07","44","179","4091"
"6.4","0.14","0.28","7.9","0.057","21","82","4092"
"6.4","0.5","0.2","2.4","0.059","19","112","4093"
"6.6","0.41","0.27","10.7","0.11","20","103","4094"
"6.4","0.25","0.28","4.9","0.03","29","98","4095"
"6.6","0.41","0.27","10.7","0.11","20","103","4096"
"8","0.25","0.35","1.1","0.054","13","136","4097"
"6.4","0.14","0.28","7.9","0.057","21","82","4098"
"6.6","0.21","0.34","5.6","0.046","30","140","4099"
"6.4","0.5","0.2","2.4","0.059","19","112","4100"
"6.3","0.29","0.23","14.2","0.037","24","99","4101"
"6.9","0.37","0.23","9.5","0.057","54","166","4102"
"6.9","0.37","0.23","9.5","0.057","54","166","4103"
"5.7","0.31","0.28","4.1","0.03","22","86","4104"
"6.9","0.45","0.27","4.7","0.035","17","80","4105"
"6.9","0.3","0.45","1.4","0.039","36","122","4106"
"5.3","0.23","0.56","0.9","0.041","46","141","4107"
